,i_half,train_RMSF,test_RMSF
0,409.40710882554004,22.64163036542601,22.64163036542601
1,417.950639722955,20.68358934082561,46.4658858477376
2,408.02984843978567,25.56229320742146,5.883176207316052
3,405.6257328766319,23.64685442540104,15.354519942750049
4,420.19138297933773,20.92841419582121,43.71373143082697
5,405.5452204448354,25.36097596406523,6.727126599700483
6,405.2049806561174,24.862844837147435,8.818800190986437
7,416.2720189827904,13.268893763125424,542.1369046217657
8,408.326173412098,24.983017753654007,6.773350613346889
9,408.9961126393051,24.219091461314115,10.643954152058674
10,402.9320665702624,24.90497361420586,7.475328390039854
